Country,ID,Instrument,insID,idOrder,Type,Question,Answer,Sources,Comment,instrumentDF,filterCountry
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_48,49,Substantive limit,Are referendums related to fundamental rights and freedoms prohibited?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_49,50,Substantive limit,Are referendums on state structure or form of government prohibited?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_50,51,Substantive limit,Are referendums on state symbols prohibited?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_51,52,Substantive limit,Are referendums on the official language prohibited?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_52,53,Substantive limit,Are referendums on territorial issues or territorial integrity prohibited?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_53,54,Substantive limit,"Are referendums on state finances (budget, taxes, or other financial obligations) prohibited?",NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_54,55,Substantive limit,"Are referendums on issues related to national security (military, police, secret services) prohibited?",NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_55,56,Substantive limit,"Are referendums on emergency powers (declaration of war, state of emergency etc) or urgent matters prohibited?",NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_56,57,Substantive limit,Are referendums on pardon and amnesty prohibited?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_57,58,Substantive limit,Are referendums on naturalisation issues prohibited?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_58,59,Substantive limit,Are referendums on minorities or minority rights prohibited?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_59,60,Substantive limit,Are referendums on the rules of elections and referendums prohibited?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_60,61,Substantive limit,Are referendums on the election or appointment of state officials or civil service laws prohibited?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_61,62,Substantive limit,Are referendums on legislative competences prohibited?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_62,63,Substantive limit,Are referendums on executive competences prohibited?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_63,64,Substantive limit,"Are referendums on issues related to the judiciary (competences, independence etc) prohibited?",NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_64,65,Substantive limit,Are referendums on issues related to local governance prohibited?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_65,66,Substantive limit,Are there any other prohibited issues?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_66,67,Referendum related,Is it mandatory to call the referendum?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_67,68,Referendum related,Is the referendum result binding?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_68,69,Referendum related,Turnout quorum,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_69,70,Referendum related,Approval quorum,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_70,71,Referendum related,Territorial approval threshold,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_71,72,Referendum related,Who is responsible for certifying/validating the referendum result?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Rejective initiative,Rejective initiative,Rejective_74,89,Subnational related,Does this type of instrument exist at the subnational level?,NA,NA,NA,Rejective_initiative,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_1,1,General,Is the instrument available at national level?,No,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_2,2,General,Is there an explicit legal basis for this type of referendum?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_3,3,General,"Under what conditions can the instrument be initiated (number of ministers, whole government, President etc.)?",NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_4,13,Formal procedure,Is there a formal admissibility check?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_5,14,Formal procedure,Who decides about the formal admissibility?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_6,15,Formal procedure,Is there a legal remedy against the decision on formal admissibility?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_7,16,Formal procedure,Who decides about the claim for remedy in the formal admissibility procedure?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_8,17,Formal procedure,Who can initiate the formal remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_9,19,Formal procedure,Is formal admissibility decided in a special procedure?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_10,20,Formal procedure,Do participants have a right to be heard in the formal admissibility procedure?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_11,21,Formal procedure,Is there an evidentiary procedure in the formal admissibility procedure?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_12,22,Formal procedure,Are the legal consequences of the formal admissibility procedures binding?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_13,23,Formal procedure,Is invalidity the legal consequence of formal inadmissibility?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_14,24,Substantive procedure,Is there a substantive admissibility check?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_15,25,Substantive procedure,Who decides about the substantive admissibility?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_16,26,Substantive procedure,Is there a legal remedy against the decision on substantive admissibility?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_17,27,Substantive procedure,Who decides about the claim for remedy in the substantive admissibility procedure?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_18,28,Substantive procedure,Who can initiate the substantive remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_19,30,Substantive procedure,Is substantive admissibility decided in a special procedure?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_20,31,Substantive procedure,Do participants have a right to be heard in the substantive admissibility procedure?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_21,32,Substantive procedure,Is there an evidentiary procedure in the substantive admissibility procedure?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_22,33,Substantive procedure,Are the legal consequences of the substantive admissibility procedure binding?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_23,34,Substantive procedure,Is invalidity the legal consequence of substantive inadmissibility?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_24,35,Formal limit,Does the proposal have to be submitted as a (draft) legal text?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_25,36,Formal limit,Are there any formal limits on the wording of the referendum proposal?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_26,37,Formal limit,Is there a clarity of the question requirement?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_27,38,Formal limit,Is there a unity of form requirement?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_28,39,Formal limit,Is there a unity of substance requirement?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_29,40,Formal limit,"Are there any other formal limits? If Yes, describe in comments.",NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_30,41,Substantive limit,Are certain type of legal acts excluded from being the subject of it?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_31,42,Substantive limit,Are constitutional amendments excluded from being the subject of it?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_32,43,Substantive limit,Are the legal provisions challenged before or after their entry into force?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_33,44,Substantive limit,Can only issues of special importance be the subject of referendums?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_34,45,Substantive limit,Can only certain enumerated issues be the subject of referendums?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_35,46,Substantive limit,Are there any prohibited issues?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_36,47,Substantive limit,Are referendums on constitutional amendments prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_37,48,Substantive limit,Are referendums related to international law obligations prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_38,49,Substantive limit,Are referendums related to fundamental rights and freedoms prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_39,50,Substantive limit,Are referendums on state structure or form of government prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_40,51,Substantive limit,Are referendums on state symbols prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_41,52,Substantive limit,Are referendums on the official language prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_42,53,Substantive limit,Are referendums on territorial issues or territorial integrity prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_43,54,Substantive limit,"Are referendums on state finances (budget, taxes, or other financial obligations) prohibited?",NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_44,55,Substantive limit,"Are referendums on issues related to national security (military, police, secret services) prohibited?",NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_45,56,Substantive limit,"Are referendums on emergency powers (declaration of war, state of emergency etc) or urgent matters prohibited?",NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_46,57,Substantive limit,Are referendums on pardon and amnesty prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_47,58,Substantive limit,Are referendums on naturalisation issues prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_48,59,Substantive limit,Are referendums on minorities or minority rights prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_49,60,Substantive limit,Are referendums on the rules of elections and referendums prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_50,61,Substantive limit,Are referendums on the election or appointment of state officials or civil service laws prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_51,62,Substantive limit,Are referendums on legislative competences prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_52,63,Substantive limit,Are referendums on executive competences prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_53,64,Substantive limit,"Are referendums on issues related to the judiciary (competences, independence etc) prohibited?",NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_54,65,Substantive limit,Are referendums on issues related to local governance prohibited?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_55,66,Substantive limit,Are there any other prohibited issues?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_56,67,Referendum related,Is it mandatory to call the referendum?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_57,68,Referendum related,Is the referendum result binding?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_58,69,Referendum related,Turnout quorum,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_59,70,Referendum related,Approval quorum,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_60,71,Referendum related,Territorial approval threshold,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_61,72,Referendum related,Who is responsible for certifying/validating the referendum result?,NA,NA,NA,Subnational_initiated,NA
Slovakia,Slovakia_Subnational-initiated,Subnational-initiated,Subnational_62,89,Subnational related,Does this type of instrument exist at the subnational level?,Yes,Article 11a (4) of Act no. 369/1990 Coll. on municipal establishment and Article15 (1) of Act no. 302/2001 Coll. on higher territorial governments,NA,Subnational_initiated,NA
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_1,1,General,Is the instrument available at national level?,Yes,"Slovenian Constitution (article 88, article 168), Referendum and Popular Initiative Act (articles 57-59) , Rules of Procedure of the National Assembly (articles 173, 177, 122), Local Self-Government Act (for the local level; article 48)",NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_2,2,General,Is there an explicit legal basis for this type of referendum?,Yes,"Slovenian Constitution (article 88, article 168), Referendum and Popular Initiative Act (articles 57-59) , Rules of Procedure of the National Assembly (articles 173, 177, 122), Local Self-Government Act (for the local level; article 48)",NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_3,4,Signature related,What is the total number of signatures required?,0.29,"Slovenian Constitution (article 88, article 168), Referendum and Popular Initiative Act (articles 57-59) , Rules of Procedure of the National Assembly (articles 173, 177, 122), Local Self-Government Act (for the local level; article 48)of the National Assembly, Local Self-Government Act (for the local level)",5000 voters for adopting/amending a law; 30 000 voters for constitutional changes.,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_4,5,Signature related,Is there a territorial threshold for signature gathering?,No,NA,Only at local level.,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_5,6,Signature related,What is the time limit for collecting the required number of signatures (in days)?,60,Article 59(2) of the Referendum and Popular Initiative Act,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_6,7,Signature related,Are there any restrictions on where the signatures can be collected?,Yes,Article 59 of Referendum and Popular Initiative Act and Article 16.b of Referendum and Popular Initiative Act,At the competent authorities,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_7,8,Signature related,Do signatories have to provide identification documents in addition to personal information when signing the initiative?,Yes,Article 59 of Referendum and Popular Initiative Act,As the signatures are collected at the administrative units this fact itself is a guarantee for a valid signature.,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_8,9,Signature related,Is it possible to gather signatures electronically?,Yes,Article 59 of Referendum and Popular Initiative Act and Article 16.b of Referendum and Popular Initiative Act,Through e-government web page,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_9,10,Signature related,Are the signatures systematically verified?,Yes,"Articles 114, 115 and 115a of the Rules of Procedure of the National Assembly.",Only the number of collected signatures is systematically verified by the President of the National Assembly. In case of doubt regarding the validity of the signatures it may be requested that the Ministry of Interior checks the validity of the signatures.,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_10,11,Signature related,Who checks the signatures?,Parliament,NA,"In national legal acts, it is not explicitely determined who checks the signatures. From the Rules of Procedure of the National Assembly and the Referendum and Popular Initiative Act it can be assumed the President of the National Assembly checks them.",Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_11,12,Signature related,Is there a legal remedy against invalidation of signatures?,No,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_12,13,Formal procedure,Is there a formal admissibility check?,Yes,Articles 57 and 58 of the Referendum and Popular Initiative Act /Articles 115a and 173(5) of the Rules of Procedure of the National Assembly,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_13,14,Formal procedure,Who decides about the formal admissibility?,Parliament,Articles 115a and 173(5) of Rules of Procedure of the National Assembly,President of the National Assembly,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_14,15,Formal procedure,Is there a legal remedy against the decision on formal admissibility?,No,Articles 115a and 173(5) of the Rules of Procedure of the National Assembly,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_15,16,Formal procedure,Who decides about the claim for remedy in the formal admissibility procedure?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_16,17,Formal procedure,Who can initiate the formal remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_17,18,Formal procedure,Does the formal admissibility procedure take place before the signature collection?,Yes,Art. 16c and Art. 59 of the Referendum and Popular Initiative Act,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_18,19,Formal procedure,Is formal admissibility decided in a special procedure?,No,Articles 115a and 173(5) of the Rules of Procedure of the National Assembly,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_19,20,Formal procedure,Do participants have a right to be heard in the formal admissibility procedure?,No,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_20,21,Formal procedure,Is there an evidentiary procedure in the formal admissibility procedure?,No,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_21,22,Formal procedure,Are the legal consequences of the formal admissibility procedures binding?,Yes,Articles 115a and 173(5) of the Rules of Procedure of the National Assembly.,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_22,23,Formal procedure,Is invalidity the legal consequence of formal inadmissibility?,No,Articles 115a and 173(5) of the Rules of Procedure of the National Assembly.,The proposal can be corrected.,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_23,24,Substantive procedure,Is there a substantive admissibility check?,No,NA,"If the authority does not agree with the proposal, it rejects it. However, no formal procedure of judicial or any other review is provided.",Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_24,25,Substantive procedure,Who decides about the substantive admissibility?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_25,26,Substantive procedure,Is there a legal remedy against the decision on substantive admissibility?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_26,27,Substantive procedure,Who decides about the claim for remedy in the substantive admissibility procedure?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_27,28,Substantive procedure,Who can initiate the substantive remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_28,29,Substantive procedure,Does the substantive admissibility procedure take place before the signature collection?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_29,30,Substantive procedure,Is substantive admissibility decided in a special procedure?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_30,31,Substantive procedure,Do participants have a right to be heard in the substantive admissibility procedure?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_31,32,Substantive procedure,Is there an evidentiary procedure in the substantive admissibility procedure?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_32,33,Substantive procedure,Are the legal consequences of the substantive admissibility procedure binding?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_33,34,Substantive procedure,Is invalidity the legal consequence of substantive inadmissibility?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_34,35,Formal limit,Does the proposal have to be submitted as a (draft) legal text?,Yes,"Articles 57 and 58 of the Referendum and Popular Initiative Act, Articles 115 and 173(3) of the Rules Rules of Procedure of the National Assembly",NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_35,36,Formal limit,Are there any formal limits on the wording of the referendum proposal?,Yes,Article 115 of the Rules of Procedure of the National Assembly,The initiative proposal needs to meet the formal requirements provided in the Rules of Procedure of the National Assembly.,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_36,37,Formal limit,Is there a clarity of the question requirement?,No,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_37,38,Formal limit,Is there a unity of form requirement?,No,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_38,39,Formal limit,Is there a unity of substance requirement?,No,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_39,40,Formal limit,"Are there any other formal limits? If Yes, describe in comments.",Yes,Article 115 of the Rules of Procedure of the National Assembly,The initiative proposal needs to meet the formal requirements provided in the Rules of Procedure of the National Assembly.,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_40,44,Substantive limit,Can only issues of special importance be the subject of referendums?,No,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_41,45,Substantive limit,Can only certain enumerated issues be the subject of referendums?,No,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_42,46,Substantive limit,Are there any prohibited issues?,No,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_43,47,Substantive limit,Are referendums on constitutional amendments prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_44,48,Substantive limit,Are referendums related to international law obligations prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_45,49,Substantive limit,Are referendums related to fundamental rights and freedoms prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_46,50,Substantive limit,Are referendums on state structure or form of government prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_47,51,Substantive limit,Are referendums on state symbols prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_48,52,Substantive limit,Are referendums on the official language prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_49,53,Substantive limit,Are referendums on territorial issues or territorial integrity prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_50,54,Substantive limit,"Are referendums on state finances (budget, taxes, or other financial obligations) prohibited?",NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_51,55,Substantive limit,"Are referendums on issues related to national security (military, police, secret services) prohibited?",NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_52,56,Substantive limit,"Are referendums on emergency powers (declaration of war, state of emergency etc) or urgent matters prohibited?",NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_53,57,Substantive limit,Are referendums on pardon and amnesty prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_54,58,Substantive limit,Are referendums on naturalisation issues prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_55,59,Substantive limit,Are referendums on minorities or minority rights prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_56,60,Substantive limit,Are referendums on the rules of elections and referendums prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_57,61,Substantive limit,Are referendums on the election or appointment of state officials or civil service laws prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_58,62,Substantive limit,Are referendums on legislative competences prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_59,63,Substantive limit,Are referendums on executive competences prohibited?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_60,64,Substantive limit,"Are referendums on issues related to the judiciary (competences, independence etc) prohibited?",NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_61,65,Substantive limit,Are referendums on issues related to local governance prohibited?,NA,NA,NA,Agenda_initiative,Yes
